,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text,lang
1476,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSUNnbUtPSUZ3EAE,Steve Nantel,https://www.google.com/maps/contrib/113252294091700298162/reviews?hl=en-US,4 years ago,2021-06-30 10:43:03.848380,2.0,48,"(Translated by Google) Comment from my wife who continues to take her self. 1. Not enough trains. 2.Problem of itinerants in the evening. 3.In construction no indications. 4. Train St. Jerome Blainville making the grand tour of Montreal to the north, result, travel long.5 too. Overpriced train station amenities. 6. Lack of incentive parking. 7. The price is too high. 8. Seat not long enough to use a laptop on your lap comfortably. 9. Stop at the lucien allier station not covered. In short, the car for us is by far the best option and the cheapest, fastest, most comfortable, most reliable option. But on occasion, badly taken, it helps out.

(Original)
Commentaire de la part de ma femme qui continu à prendre sont auto. 1. Pas assez de trains. 2.Probleme d'itinerants le soir. 3.En construction pas d'indications. 4. Train Saint-Jerome Blainville qui fait le grand tour de Montréal pour aller au Nord, résultat, voyage trop long.5. Commodités à la gare hors de prix.6. Manque de stationnement incitatif. 7. Le prix est trop élevé. 8. Siege pas assez long pour pouvoir utiliser un laptop sur genoux confortablement. 9. Arret a la gare lucien l'allier non couvert. Bref, l'auto pour nous est de loin la meilleure option et l'option la moins chère, la plus rapide, la plus confortable, la plus fiable.. Mais à l'occasion, mal pris, ça dépanne.",fr
1477,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSUNBc0tPSW53RRAB,Dave Lachapelle,https://www.google.com/maps/contrib/111743516159999416962/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.849400,4.0,227,"(Translated by Google) Lots of walking

(Original)
Beaucoup de marche",fr
1478,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSUNBbWFEVlhBEAE,Etienne Lajoie,https://www.google.com/maps/contrib/105906328853026312704/reviews?hl=en-US,5 years ago,2021-06-30 10:43:03.850524,4.0,277,"(Translated by Google) Excellent means of transportation at peak times, but poor at peak times.

(Original)
Excellent moyen de transport aux heures de pointe, mais laisse à désirer en dehors des heures de pointe.",fr
1479,Jarry,ChZDSUhNMG9nS0VJQ0FnSUNzaDZicEJREAE,Lily AA,https://www.google.com/maps/contrib/107683888182383152841/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.329171,3.0,27,"(Translated by Google) Very well located. Stair often broken down. No elevator. Often people smoke and nothing is done to change.

(Original)
Très bien située. Escalier souvent en panne. Pas ascenseur. Souvent les gens fument et rien est fait pour changer.",fr
1480,Jarry,ChdDSUhNMG9nS0VJQ0FnSUNzdWRMMWpBRRAB,Nix J,https://www.google.com/maps/contrib/108538764173580992247/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.330356,5.0,279,"(Translated by Google) Perfect

(Original)
Parfait",fr
1481,Jarry,ChZDSUhNMG9nS0VJQ0FnSUNjMGRUQUh3EAE,Alexandre Joubert,https://www.google.com/maps/contrib/101315646472999117465/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.332005,2.0,58,"(Translated by Google) Very dirty
Crumbling tomb
By cons, very well located (beautiful neighborhood)
-Bakery, fruit store, pizzeria, pharmacy, restaurant, zero waste grocery store, etc ...

(Original)
Très sale
Tombe en ruine
Par contre,très bien situé(beau quartier)
-Boulangerie,fruiterie,pizzeria,pharmacie,restaurant,épicerie zéro déchet,etc...",fr
1482,Jarry,ChZDSUhNMG9nS0VJQ0FnSURVMy1xZWNBEAE,Nicolas Bérubé,https://www.google.com/maps/contrib/101451621211314356265/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.333213,5.0,2,"(Translated by Google) Excellent station. You arrive and the metro opens its doors and then you enter the metro and the subway leaves again. I recommend.

(Original)
Excellente station. Tu arrives et le métro ouvre ses portes et ensuite tu entres dans le métro et le métro repart. Je recommande.",fr
1483,Jarry,ChdDSUhNMG9nS0VJQ0FnSUMwOHVpSmtBRRAB,Yoann Lussier,https://www.google.com/maps/contrib/108366424979984064344/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.334342,3.0,3,"(Translated by Google) The resort has only one exit on Berri. The interior is very spacious and bright but it makes you dizzy. Places are very limited in wagons during peak hours. My favorite grocery store in the area is LOCO, a paradise for bulk and ecology.

(Original)
La station ne bénéficie que d'une sortie sur Berri. L'intérieur est très spacieux et lumineux mais ça donne le vertige. Les places sont très limités dans les wagons en heures de pointe. Mon épicerie favorite dans les environs est LOCO, un paradis du vrac et de l'écologique.",fr
1484,Jarry,ChZDSUhNMG9nS0VJQ0FnSURNaThYeVN3EAE,Linda Ali-Ahmad,https://www.google.com/maps/contrib/105015923064941668849/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.335504,3.0,44,"(Translated by Google) Well located station. Clean. The staff are respectful and helpful. By cons there is no elevator and there is only one exit so it's not fun because I have a walker. I hope there will be an elevator soon. Because otherwise I have to go to Jean-Talon who is the closest. Sometimes there are people who smoke inside the station. There should be security because it is really disrespectful. I am asthmatic.

(Original)
Station bien située. Propre. Le personnel est respectueux et aidant. Par contre il y a pas ascenseur et il y a une seule sortie donc c'est pas le fun car j'ai un déambulateur. J'espère qu'il y aura une ascenseur sous peu. Car sinon je dois me rendre à Jean-Talon qui est la plus proche. Parfois il y a des gens qui fument a l'intérieur de la station. Devrait y avoir la sécurité car c'est vraiment irrespectueux. Je suis asthmatique.",fr
1485,Jarry,ChZDSUhNMG9nS0VJQ0FnSUN3eUlfTUl3EAE,Vincent GOURCE,https://www.google.com/maps/contrib/108037601979418834981/reviews?hl=en-US,4 years ago,2021-06-30 10:58:50.336714,4.0,176,"(Translated by Google) Convenient station near my home

(Original)
Station pratique car près de chez moi",fr
1486,Jarry,ChZDSUhNMG9nS0VJQ0FnSURndGFhWE9BEAE,Sylvain Girardeau,https://www.google.com/maps/contrib/114292491471752517505/reviews?hl=en-US,4 years ago,2021-06-30 10:58:50.337926,4.0,131,"(Translated by Google) Classic but not one of the most beautiful resort in Montreal

(Original)
Classique mais pas l'une des plus belle station de Montréal",fr
1487,Jarry,ChZDSUhNMG9nS0VJQ0FnSUNneE1tQ01nEAE,LeTrappeurFou,https://www.google.com/maps/contrib/107663309578618094147/reviews?hl=en-US,4 years ago,2021-06-30 10:58:50.339298,1.0,4,"(Translated by Google) Sayed close at 21 o'clock on google, arrived on the spot in 1930 and already closed. On the sign said closed at 20 o'clock. And all this for the weekend of Valentine's Day.

(Original)
Disait fermer a 21 heure sur google, arrivé sur place a 1930 et deja fermé. Sur laffiche disait fermé a 20 heure. Et tout ca pour le week end de la st valentin.",fr
1488,Jarry,ChdDSUhNMG9nS0VJQ0FnSURrZy1PTTB3RRAB,Hka321 Karaali,https://www.google.com/maps/contrib/103751818466106462440/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.340583,5.0,1,"(Translated by Google) In addition,

(Original)
ضمنصل،",ar
1489,Langelier,ChdDSUhNMG9nS0VJQ0FnSUNxdllEUmtBRRAB,Danyphoto911,https://www.google.com/maps/contrib/116008967935170957101/reviews?hl=en-US,2 weeks ago,2021-06-30 11:41:05.863366,4.0,51,"(Translated by Google) Very nice metro station and always very clean

(Original)
Tres belle station de métro et toujours très propre",fr
1490,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNRN2JLZUlREAE,B Dem,https://www.google.com/maps/contrib/101389415298310353645/reviews?hl=en-US,3 years ago,2021-06-30 11:41:05.865437,4.0,293,"(Translated by Google) if it was open 24 hours I would give it 5 stars.

As a resident of the neighborhood, I must also point out that the landscaping looks ""airy"".

(Original)
s'il était ouvert 24h je lui donnerait 5 étoiles.

En tant que résident du quartier je dois aussi signaler que l'aménagement paysager a ""l'air du yable"".",fr
1491,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNLaTRiLU5REAE,Steve Baillargeon,https://www.google.com/maps/contrib/118387448161583513310/reviews?hl=en-US,2 months ago,2021-06-30 11:41:05.867713,5.0,191,"(Translated by Google) With Henri-Bourassa, it is the 1st station closest to my home. When I want to take the green line or transfer to the orange line at Berri-UQAM, I go to this station.

(Original)
Avec Henri-Bourassa, c'est la 1ère station la plus proche de chez moi. Lorsque je veux prendre la ligne verte ou encore transférer sur la ligne orange à Berri-UQAM, je vais à cette station.",fr
1492,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNDNWZTNENBEAE,Lalo Padilla,https://www.google.com/maps/contrib/113038214337466556760/reviews?hl=en-US,9 months ago,2021-06-30 11:41:05.869764,4.0,488,"(Translated by Google) Near this station there are several supermarkets. The metro stations in Montreal are clean, in general there is no point against that is worrying, the metro lines are well distributed throughout the city.
There are some new cars, if it is hot and you are going far, honestly it is worth waiting for one of the new ones to arrive, the difference in the air conditioning is a lot.

(Original)
Cerca de esta estación hay varios supermercados. Las estaciones de metro en Montreal están limpias, en general no hay ningún punto en contra que sea preocupante, las líneas de metro están bien distribuidas por la ciudad.
Hay algunos vagones nuevos , si esta haciendo calor y vas lejos, honestamente sí vale la pena esperar a que llegue uno de los nuevos, la diferencia en el aire acondicionado es mucha.",es
1493,Langelier,ChdDSUhNMG9nS0VJQ0FnSUNBdnF2YTl3RRAB,Paul Thibeault,https://www.google.com/maps/contrib/110468393427391993158/reviews?hl=en-US,2 years ago,2021-06-30 11:41:05.872090,5.0,125,"(Translated by Google) Good metro near a lot of places. Connect to all other subway lines like all other subways. We can therefore have access to the whole city. And get from my place to your house. They say bicycles are allowed but every time I take my bike it's a special no-bike day. Uncool.

(Original)
Bon metro près de beaucoup de places. Connect a tout les autres lignes de métros comme tout les autres metros. On peux donc avoir acces a tout la ville. Et se rendre de chez moi jusqua chez toi. On dit que lea velo sont permis mais a chaque fois que j’enmene mon velo cest une journée special pas de velo. Pas cool.",fr
1494,Langelier,ChZDSUhNMG9nS0VJQ0FnSURNXzY3Nkd3EAE,Felipe Lopez Hernandez,https://www.google.com/maps/contrib/112341229591802363857/reviews?hl=en-US,a year ago,2021-06-30 11:41:05.877890,5.0,33,"(Translated by Google) Very good

(Original)
Muy bueno",es
1495,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNncXJYN0ZBEAE,Marc Letourneau,https://www.google.com/maps/contrib/109207443955233202136/reviews?hl=en-US,3 years ago,2021-06-30 11:41:05.880946,3.0,312,"(Translated by Google) Clean station with a work of art on the quay. The top is a little cold. On school days, several crowds of noisy schoolchildren at the turnstiles.

The exterior would need a little greening.

(Original)
Station propre avec une oeuvre d'art sur le quai. Le haut est un peu froid. Les jours d'écoles, plusieurs attroupement d'écoliers bruyants au niveau des tourniquets.

L'extérieur aurait de besoin d'un petit verdissement.",fr
1496,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNreU56RmR3EAE,Marie brigitte Touzin,https://www.google.com/maps/contrib/115943128860251990870/reviews?hl=en-US,2 years ago,2021-06-30 11:41:05.882229,5.0,11,"(Translated by Google) easy access

(Original)
facile d acces",fr
1497,Langelier,ChZDSUhNMG9nS0VJQ0FnSUNNeTVydmZBEAE,Yotu El,https://www.google.com/maps/contrib/100337954606640296201/reviews?hl=en-US,a year ago,2021-06-30 11:41:05.883641,5.0,72,"(Translated by Google) Nothing else happens, but fine

(Original)
Nada más pase, pero bien",es
1498,Radisson,ChdDSUhNMG9nS0VJQ0FnSURLXzhXajlBRRAB,Célia G,https://www.google.com/maps/contrib/108974827408862413679/reviews?hl=en-US,a month ago,2021-06-30 10:24:01.315175,3.0,5,"(Translated by Google) Nice resort from the inside but I don't really like the location ...

(Original)
Belle station de l'intérieur mais je n'aime pas trop l'emplacement...",fr
1499,Radisson,ChZDSUhNMG9nS0VJQ0FnSURRbTl6ZEtREAE,Félix Hurteau,https://www.google.com/maps/contrib/110321321371865428109/reviews?hl=en-US,2 years ago,2021-06-30 10:24:01.316248,5.0,43,"(Translated by Google) More beautiful resort in terms of architecture and forms. The immense volume of the central staircase surprises me every time. The pretty curves everywhere make us forget the omnipresence of concrete.

(Original)
Plus belle station au niveau de l'architecture et des formes. L'immense volume de l'escalier central me surprend à chaque fois. Les jolies courbes un peu partout nous font oublier l'omniprésence du béton.",fr
1500,Radisson,ChZDSUhNMG9nS0VJQ0FnSUNDODR1RERnEAE,KONGO KANADIANMAN,https://www.google.com/maps/contrib/117885304072663314088/reviews?hl=en-US,9 months ago,2021-06-30 10:24:01.317195,5.0,84,"(Translated by Google) A good place

(Original)
Une bonne place",fr
1501,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNRNDVmV3NRRRAB,Geneviève Bellerive,https://www.google.com/maps/contrib/113864665572994437059/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.318306,5.0,60,"(Translated by Google) I love this station because it is super convenient for parking my car when I take the metro. The parking lot is full very early in the morning but during the day it empties and there is always space to park.

(Original)
J'adore cette station car elle est super pratique pour stationner ma voiture lorsque je prends le métro. Le stationnement est plein très tôt le matin mais au courant de la journée il se vide et il y a toujours des espaces pour se stationner.",fr
1502,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNncW9XUnBBRRAB,Marc Letourneau,https://www.google.com/maps/contrib/109207443955233202136/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.319442,4.0,312,"(Translated by Google) A station with impressive architecture, especially when you go down the escalators. The station is clean.

The only downside is the absence of an underground passage to go directly to Place Versailles.

(Original)
Une station à l'architecture impressionnante surtout quand on descend les escaliers mécanique. La station est propre.

Le seul bémol est l'absence d'un passage sous-terrain pour se rendre directement à la Place Versailles.",fr
1503,Radisson,ChZDSUhNMG9nS0VJQ0FnSUNBNTdtVEFREAE,Yvandré Chagot,https://www.google.com/maps/contrib/100222516073505176267/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.320462,2.0,165,"(Translated by Google) Very clean station except for the absence of garbage cans on the boarding platform and the excessive tolerance towards people who quet.
Impossible to do 10 meters without being asked for money. I live in the Center Sud district and I am less begging by my house ..... And Jehovah and Costco ....

(Original)
Station très propre exception faite de l'absence de poubelles sur le quai d'embarquement et de la trop grande tolérance envers les gens qui quettent.
Impossible de faire 10 mètres sans se faire demander de l'argent. J'habite le quartier Centre Sud et je me fait moins quêter par chez moi.....Et les Jéhovah pis les Costco....",fr
1504,Radisson,ChZDSUhNMG9nS0VJQ0FnSUN3OUlEWUZ3EAE,Jonathan Paquette,https://www.google.com/maps/contrib/102964264087427933745/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.321487,5.0,252,"(Translated by Google) Very convenient. Incentive parking, bus terminus and shopping center nearby.

(Original)
Très pratique. Stationnement incitatif, terminus d'autobus et centre commercial à proximité.",fr
1505,Radisson,ChZDSUhNMG9nS0VJQ0FnSUNBeWJ6S2NnEAE,LAMB DIASPORA,https://www.google.com/maps/contrib/106285933753792572574/reviews?hl=en-US,5 years ago,2021-06-30 10:24:01.322427,4.0,176,"(Translated by Google) One of the cleanest stations of the network otherwise the cleanest. Only flat no elevator

(Original)
Une des stations les plus propres du réseau sinon la plus propre. Seul bémol pas d'ascenseur",fr
1506,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNRdktxRTZ3RRAB,Nicolas Hervieux,https://www.google.com/maps/contrib/117204421471863614634/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.323361,3.0,100,"(Translated by Google) Nice little resort pay attention to the two exits

(Original)
Belle petite station faire attention au deux sortis",fr
1507,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNnd05UVGdnRRAB,yuhan r-t,https://www.google.com/maps/contrib/102961862669420131377/reviews?hl=en-US,4 years ago,2021-06-30 10:24:01.324579,1.0,2,"(Translated by Google) seat not comfortable enough

(Original)
siege pas assez comfortable",fr
1508,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURVcFpPYW1nRRAB,Yoann Lussier,https://www.google.com/maps/contrib/108366424979984064344/reviews?hl=en-US,11 months ago,2021-06-30 11:19:12.513723,3.0,3,"(Translated by Google) Ending the blue line in the east, if you go there it means that you live there or that you are trying to get to Anjou. Around the resort, there is very little but very recently the small Maghreb is established. Subway ridership is low and you will find yourself a seat at all hours. Many bus lines in the area take you to all cardinal points.

(Original)
Terminant la ligne bleue à l'est, si vous vous y rendez c'est que vous y habitez ou que vous tentez de vous rendre à Anjou. Aux alentours de la station, il y a bien peu mais tout récemment s'implante le petit maghreb. L'achalandage du métro est faible et vous vous trouverez une place assise à toutes heures. Beaucoup de lignes d'autobus dans les environs vous emmènent vers tous les points cardinaux.",fr
1509,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSURndkxuS0xREAE,Asmaa Ca,https://www.google.com/maps/contrib/106802907910834615957/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.514518,1.0,10,"(Translated by Google) The electric staircase has been out of service for two years. We often see people working on it but without it being functional! In addition, there is no information regarding the delay in starting this famous staircase! Good luck for people losing their autonomy.

(Original)
Ça fait deux ans que l'escalier électrique est hors service. On voit souvent des gens qui travaillent là dessus mais sans qu'il soit fonctionnel! En plus, on trouve aucune information concernant le retard de la mise en marche de ce fameux escalier!  Bonne chance pour les personnes en perte d'autonomie.",fr
1510,Saint-Michel,ChRDSUhNMG9nS0VJQ0FnSUNva2RJRBAB,S V,https://www.google.com/maps/contrib/106258117936923005231/reviews?hl=en-US,2 years ago,2021-06-30 11:19:12.515307,1.0,312,"(Translated by Google) Very bad resort. Whenever I go there, the escalator never works. Old people and madams with their baby carriage can not go down the steps (or ride them) alone. It hurts me to see that. The STM is asking us to pay 100% of the price, but we receive 50% of the service. Not worse as logic. Very marketing.

(Original)
Très mauvaise station. A chaque fois que je m'y rend, les escalier roulants ne fonctionnent jamais. Les vieilles personnes et les madames avec leur carrosse de bébé ne peuvent pas descendres les marches ( ou les monter) toutes seules. C'a me blesse de voir c'a. Ls STM nous demande de payer 100% du prix, mais on recoit 50% du service. Pas pire comme logique. Très marketing.",fr
1511,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURJMXVmN3pnRRAB,Thomas Bernier,https://www.google.com/maps/contrib/106170547044002124650/reviews?hl=en-US,2 years ago,2021-06-30 11:19:12.516099,5.0,41,"(Translated by Google) it's the metro of Montreal ... the metro is there ...

(Original)
c'est le metro de Montreal... le metro y est...",fr
1512,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURBeXNhaHFBRRAB,Franky Jones,https://www.google.com/maps/contrib/114461612031488443896/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.516885,4.0,204,"(Translated by Google) Last station on the blue line. Pity! We would like so much more!

(Original)
Dernière station de la ligne bleue. Dommage! On en voudrait tellement plus!",fr
1513,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUN3cDl2ekFREAE,Lounes,https://www.google.com/maps/contrib/103626941576272796865/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.517671,4.0,23,"(Translated by Google) Beautiful metro station except when she is busy

(Original)
Belle station de métro sauf quand elle est achalandée",fr
1514,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURBN2ZTcy1BRRAB,Farah Monaco,https://www.google.com/maps/contrib/117560152455570980182/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.518718,4.0,4,"(Translated by Google) Just repairing the escalator has been way too long, it feels like the country to wait longer than expected for public repairs! :(

(Original)
Juste réparer l'escalier roulant sa fait beaucoup trop longtemps on se croirait au bled à attendre plus longtemps que prévue pour des réparations publiques ! :(",fr
1515,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUNjMGJ5dFpBEAE,Alexandre Joubert,https://www.google.com/maps/contrib/101315646472999117465/reviews?hl=en-US,a year ago,2021-06-30 11:19:12.519512,5.0,58,"(Translated by Google) Super architecture !!

(Original)
Super architecture!!",en
1516,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUNnel9lWThBRRAB,Aragami Sensei,https://www.google.com/maps/contrib/109792333526626242917/reviews?hl=en-US,3 years ago,2021-06-30 11:19:12.520298,4.0,5,"(Translated by Google) Escalators haven't worked for ages!

(Original)
Les escaliers roulants ne fonctionne pas depuis une éternité!",fr
1517,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUNRanRielJnEAE,ياسر ريان,https://www.google.com/maps/contrib/115243124641840805859/reviews?hl=en-US,3 years ago,2021-06-30 11:19:12.521091,1.0,19,"(Translated by Google) Electric staircase doesn't work for years

(Original)
Escalier électrique ne fonctionne pas ça fait des années",fr
1518,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUNRM1lUSG5BRRAB,miranda viera,https://www.google.com/maps/contrib/118191312682972011694/reviews?hl=en-US,5 years ago,2021-06-30 11:19:12.521880,4.0,4,"(Translated by Google) Very good

(Original)
Muy buena",es
1519,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUNRd2U2OGNBEAE,Francis La Berge,https://www.google.com/maps/contrib/113576851525716258074/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.522678,5.0,134,"(Translated by Google) Well located

(Original)
Bien situé",fr
1520,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUNRLVp2UFBBEAE,Mmartist,https://www.google.com/maps/contrib/102847006028276535616/reviews?hl=en-US,3 years ago,2021-06-30 11:19:12.523475,4.0,7,"(Translated by Google) Terminus 141 ... 67. 467. 41

(Original)
Terminus 141 ... 67. 467. 41",en
1521,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURnbGNhSm5nRRAB,Mathieu,https://www.google.com/maps/contrib/113743743850161631825/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.524553,4.0,109,"(Translated by Google) One of Montreal's subways!

(Original)
Un des métro de Montréal !",fr
1522,Papineau,ChZDSUhNMG9nS0VJQ0FnSUQwc0pUYVZREAE,Creiton Magalhães,https://www.google.com/maps/contrib/103275532199402980762/reviews?hl=en-CA,a year ago,2021-06-30 00:49:24.422985,3.0,68,"(Translated by Google) The station needs structure repairs such as leaks and an escalator that has been broken for some time.

(Original)
A estação precisa de reparos na estrutura, tais como, infiltrações e escada rolante que está quebrada a algum tempo.",pt
1523,Papineau,ChZDSUhNMG9nS0VJQ0FnSURVc2VfOFRBEAE,Yoann Lussier,https://www.google.com/maps/contrib/108366424979984064344/reviews?hl=en-CA,a year ago,2021-06-30 00:49:24.424079,4.0,3,"(Translated by Google) One of the two stations serving the gay district. The surroundings have not great attractions, except the park with an infinite staircase hanging high. The real advantage of this station is the possibility to access the night bus route on Papineau Street.

(Original)
Une des deux stations desservant le quartier gai. Les abords n'ont pas grands attraits, si ce n'est le parc avec un escalier infini suspendu bien haut. Le réel avantage de cette station est la possibilité d'accéder au circuit autobus de nuit sur la rue Papineau.",fr
1524,Papineau,ChZDSUhNMG9nS0VJQ0FnSUNjMGN5R2FnEAE,Alexandre Joubert,https://www.google.com/maps/contrib/101315646472999117465/reviews?hl=en-CA,a year ago,2021-06-30 00:49:24.425788,4.0,58,"(Translated by Google) Practical and beautiful work of art
-1 star: flat district

(Original)
Pratique et belle œuvre d’art
-1 étoile:quartier plate",fr
1525,Papineau,ChZDSUhNMG9nS0VJQ0FnSUNBdnJQdEt3EAE,Paul Thibeault,https://www.google.com/maps/contrib/110468393427391993158/reviews?hl=en-CA,2 years ago,2021-06-30 00:49:24.438560,5.0,125,"(Translated by Google) Good metro near a lot of places. Connect to all other subway lines like all other subways. We can therefore have access to the whole city. And get from my place to your house. They say bicycles are allowed but every time I take my bike it's a special no-bike day. Uncool.

(Original)
Bon metro près de beaucoup de places. Connect a tout les autres lignes de métros comme tout les autres metros. On peux donc avoir acces a tout la ville. Et se rendre de chez moi jusqua chez toi. On dit que lea velo sont permis mais a chaque fois que j’enmene mon velo cest une journée special pas de velo. Pas cool.",fr
1526,Papineau,ChdDSUhNMG9nS0VJQ0FnSUNnM3FQZGdRRRAB,Globule Agrumes,https://www.google.com/maps/contrib/108391267602700261080/reviews?hl=en-CA,4 months ago,2021-06-30 00:49:24.440039,2.0,461,"(Translated by Google) It would be one of the most beautiful metro stations in Montreal but it's very dirty and often there is equipment that is broken, escalators for example ... On the other hand, the park outside is more beautiful than before.

(Original)
Ça serait une des plus belles stations de métro à Montréal mais c'est très sale et souvent il y a de l'équipement qui est en panne, les escaliers roulants par exemple... Par contre le parc à l'extérieur est rendu plus beau qu'avant.",fr
1527,Papineau,ChdDSUhNMG9nS0VJQ0FnSUN3cU1TcW5RRRAB,Charlotte Jetté Lemay,https://www.google.com/maps/contrib/105704789767716602892/reviews?hl=en-CA,4 years ago,2021-06-30 00:49:24.441411,3.0,398,"(Translated by Google) Subway station ok, a bit run down. Some options for buses including La Ronde!

(Original)
Station de métro correct, un peu délabrée. Quelques options pour les autobus dont celle de La Ronde!",fr
1528,Papineau,ChdDSUhNMG9nS0VJQ0FnSURnaDZlNDhBRRAB,Bernard Proulx,https://www.google.com/maps/contrib/104028219695688563026/reviews?hl=en-CA,3 years ago,2021-06-30 00:49:24.442622,4.0,599,"(Translated by Google) Very practical station. Lots of bus lines. There is also a toilet.

(Original)
Station fort pratique. Beaucoup de lignes de bus. Il y a aussi des toilettes.",fr
1529,Papineau,ChdDSUhNMG9nS0VJQ0FnSURRbUlIczNRRRAB,Marc-André Gagnon,https://www.google.com/maps/contrib/101291740584250379546/reviews?hl=en-CA,4 years ago,2021-06-30 00:49:24.443941,3.0,140,"(Translated by Google) Not very beautiful but the staircase structure outside is very pretty and the mural of Louis Joseph Papineau is very pretty

(Original)
Pas très beau mais la structure d'escalier à l'extérieur es très jolie puis la murale de Louis Joseph Papineau est bien jolie",fr
1530,Papineau,ChdDSUhNMG9nS0VJQ0FnSURRbS16Z2lnRRAB,Félix Hurteau,https://www.google.com/maps/contrib/110321321371865428109/reviews?hl=en-CA,2 years ago,2021-06-30 00:49:24.452599,4.0,43,"(Translated by Google) Ugly but practical

(Original)
Laide mais pratique",fr
1531,Papineau,ChdDSUhNMG9nS0VJQ0FnSUNneXJXdnd3RRAB,Guy Boyer,https://www.google.com/maps/contrib/114818101120336827903/reviews?hl=en-CA,3 years ago,2021-06-30 00:49:24.453994,4.0,58,"(Translated by Google) New fully automatic public toilet.

(Original)
Nouvelle toilette publique entièrement automatique.",fr
1532,Papineau,ChZDSUhNMG9nS0VJQ0FnSUN3NVlQak1REAE,ernest cor-de-buy,https://www.google.com/maps/contrib/117614306793259566290/reviews?hl=en-CA,3 years ago,2021-06-30 00:49:24.455365,4.0,1,"(Translated by Google) the station I used because it is located next to my hotel.
a lot has evolved in the area (in both directions)
normal after more than 35 years!
my train station near by hotel dorion.
of course the atmosphere has changed since 1978 in both side but i enjoyed staying in montreal.

(Original)
la station que j'utilisais car elle est située à côté de mon hôtel.
beaucoup de choses ont évoluées dans la zone ( dans les 2 sens )
normal après  plus de 35 années!
my train station near by hôtel dorion.
of course the atmosphere has changed since 1978 in both side but i enjoyed staying in montreal.",fr
1533,Papineau,ChdDSUhNMG9nS0VJQ0FnSURRbnNlTm5nRRAB,Jasmin Morin,https://www.google.com/maps/contrib/108298425068519032975/reviews?hl=en-CA,3 years ago,2021-06-30 00:49:24.456732,3.0,50,"(Translated by Google) I find that too many unwanted people wander around.

(Original)
Je trouve que les indésirables sont trop nombreux à errer autour.",fr
1534,Papineau,ChZDSUhNMG9nS0VJQ0FnSUNnczduYmNBEAE,Jacob Gervais,https://www.google.com/maps/contrib/109498532060920180258/reviews?hl=en-CA,5 years ago,2021-06-30 00:49:24.458102,4.0,159,"(Translated by Google) A metro station like any other. A lot of bus departure.

(Original)
Une station de métro comme une autre. Beaucoup de départ d'autobus.",fr
1535,Papineau,ChZDSUhNMG9nS0VJQ0FnSUNRZzdyd0JnEAE,Patrick Desrochers,https://www.google.com/maps/contrib/103447936458204995790/reviews?hl=en-CA,4 years ago,2021-06-30 00:49:24.459490,5.0,174,"(Translated by Google) Beautiful points of view!

(Original)
De beaux points de vue!",fr
