,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
618,"We took advantage of UA's weekend special to visit Montreal over the weekend.  The weather got bad after we book the trip and hotel.  It was raining most the days we are in Montreal.  After taking the bus tour to Quebec in the rain on Sunday, we planned out two different trips for Monday.  One for rain one for no-rain.No rain when we got up so we walked from our hotel and took bus 165 from Guy street to go to the St. Joseph's Oratory.   I used Google map to plan out the bus/walk trip.  It was a lot nicer to walk on Rue Sherbrooke because you pass by a lot of museum and hotels than Boul De Maisonneuve.  The bus ride was not bad.  We met other people who also on their way to the Oratory.  The bus driver told us when to get off and how to walk to the Oratory.  You can also see the tall Oratory when you get off the bus.  Bus 165 did not drop you off in front of the Oratory.  Bus 166 and 51 are the one in the front of the Oratory.When we took the 3.5 hours Montreal bus tour on Saturday afternoon, the tour guide told us there were a lot of steps to go up to the Oratory and it is not recommended.  We had choice between Oratory ($5) and the Botanical Garden ($17.75).  Since it may rain so I picked Oratory.   I learned from past touring experiences it is better to take the ""road"" for car not the stairs for people from our Quebec trip.  I saw the ""shuttle"" sign as soon as you got into the gate at the Oratory next to the info center so we took the shuttle up to the Oratory so I did not have to walk any steps!The Oratory only had 3-guided tour ($5) per day, one at 10 and one at 13:30.  We got there at 10:40 so we paid $2 for a self-guided book.  You can also get a free map if you don't want to buy the book.  I paid $0.50 for a bottle for the holy water near the entrance where the shuttle dropped you off. The inside is a little dark so you cannot really read the book.  We ended up just walk around where we wanted to go without using the map or the guide book.   We found #9 The Way of the Cross and the Gardens of the Oratory right the way.  This was a total surprised since we only expected to see a church not a garden for our trip.  The pool/fountain was closed for cleaning.  A lot of up hill walking, no steps!  I was so happy we took the shuttle so I saved my legs for the garden.My daughter loved #7 The terrace on the roof.  She was able to take a lot of different photos of Montreal with her fancy camera.  This is a good place to read the guide book so you will not miss any exhibits and learned about the history.  I made the mistake until we got home and read the book.Warning - #8 Display-Brother Andre because they have ""The heart of Brother Andre"" on display there!  We were glade we missed this.We took the ""road"" and ""steps"" on our way down so it was not so bad on my legs.  We took bus 51 across the street from the Oratory and got off at the Metro stop to take the orange line (Montmorency direction) to Old Montreal - Place-D'Armes.This experience is very different from Notre Dame.  This was my favorite place to visit in Montreal so don't be scared off by the tour guide about the 100 steps to the Oratory!",4,6/17/2013,Jul W.,https://www.yelp.com/user_details?userid=WY-kbfhVHp_ZOGxxsc5Ctw,"Scottsdale, AZ",L’Oratoire Saint-Joseph du Mont-Royal
619,"Driving in from the south, the imposing dome of St. Joseph's is visible from 20 km out - the first visual confirmation that you're getting close to Montreal. For a tourist, this hulking presence is almost impossible to resist, and all the guidebooks confirm that the church is a Top 10 attraction, so of course you make time for a visit. As you pull into the parking lot, picking your way through tour buses packed with pilgrims, you're struck again by the sheer mass of the building perched atop one of the highest points in the city. As you climb the interminable stairs up the side of the mountain, you start to anticipate the architectural beauties that await you at the summit. Several hundred calories later, you finally enter the sanctuary, ready for a payoff that never really comes. Turns out the ooh's and ah's of St. Joseph's are mostly generated down below. At the top, the views are endless, but not especially awe-inspiring, because you're looking away from the Montreal skyline. And the inside of the church is nearly Spartan in its simplicity, with very little to distract your eye from the huge dome overhead. What little effort is made at decoration tends toward a monochromatic, slightly depressing style with a nod to Chagall.",2,9/2/2014,Robert J.,https://www.yelp.com/user_details?userid=qVAXmPLZMyTxONGIrS3gyg,"Long Island City, Queens, NY",L’Oratoire Saint-Joseph du Mont-Royal
620,"Feeling pain in those knees? Can't walk straight due to back pain? There's a room in the oratory covered with crutches from the thousands of people who have made pilgrimages and was purportedly cured. But if making your way up 100 steps on your knees is not your thing, take the escalator and enjoy the view from this gorgeous basilica. The church museum has a display of nativity scenes from all over the world....France is ultra modern, Martinique was all coconuts and China looked like it belonged in a fish tank. There's also a display of select scenes from the life of St. Joseph and the reliquary houses the heart of Brother Andre. And you thought the occult was weird.",4,8/8/2008,Cha Cha W.,https://www.yelp.com/user_details?userid=LxMqeUiRPibM4N9uUti2wg,"Boston, MA",L’Oratoire Saint-Joseph du Mont-Royal
621,Loved this place! I went Saturday night and couldn't go all the way to the basilica since it was already closed but liked it so much that I came back on Sunday and was so lucky to be there at mass!I jus loved the place and the feeling of being there! Beautiful and magnificent place! Definitely a must!,5,7/10/2016,Marianne A.,https://www.yelp.com/user_details?userid=_-PNpl5A1i_4z0YA5eM-7Q,"Theater District, Manhattan, NY",L’Oratoire Saint-Joseph du Mont-Royal
622,"A staggering work of architecture, it would be worth climbing up the stairs on your knees to see it... which you can do, actually.The Oratory has a commanding view of Montreal, a beautiful secluded path that guides you through the Stations of the Cross, and a well-manicured series of gardens.  Even if you are not there to appreciate it on a religious level, you'll find something aesthetically moving.The interior is not nearly as impressive as the external architecture, with grand, flat walls instead of the ornately carved ones you may find in a similar cathedral in France or Italy.  Still, the sheer size of the place when you're under the dome is enough to give you the kind of goosebumps you'd expect.Regardless of the length of your stay in the city, find a way to get to the Oratory, particularly if you're a religious type.",5,7/26/2009,John S.,https://www.yelp.com/user_details?userid=sO8A8Vltrn-7HPlIvGwXTQ,"Somerville, MA",L’Oratoire Saint-Joseph du Mont-Royal
623,"My vacation pictures can be categorized into three categories: - Pictures of Fountains- Pictures of Statues- Pictures of ChurchesIts almost a Pavlovic response when I'm in a foreign city and I see one of the above (I automatically take my camera out and snap, another one for my collection).  St Joseph's is not a well known attraction in Montreal, but it should be.  It reminded me of Sacre Coeur in Paris - its a large domed church on a hill with a nice view.  Parking is $5 and admission inside the church is free (as it should be).  Admission to the church museum is $4, but it did not seem interesting.  There are a lot of places to explore and take great pictures (inside the church, garden, view from the top, view from the bottom, etc).  If you look carefully on the premises, you can find my vacation picture trifecta: church, statute, and fountain.",4,5/6/2011,Hector M.,https://www.yelp.com/user_details?userid=-A8NWVsLSAQX_XTqt4WPmg,"Ladera Ranch, CA",L’Oratoire Saint-Joseph du Mont-Royal
624,"Grand cathedral way up a high perch on Mont Royale.  Being Canada's largest church, I guess I was expecting something a bit more ornate inside.  Completed in 1967, it's a modern basilica and it completely feels that way.  The exterior is impressive.  The inside completely has a modern feel to it.  Getting to this landmark isn't easy either.  It's far from downtown by metro or bus.  You can take the 165, 166 or the 51.  By metro you take the blue line to Côte des Neiges.  Once in front if the cathedral, you'll panic once you see how high up it is.  Don't worry, there's a shuttle that'll take you up to the entrance.  Once inside, there are escalators and elevators so it's well equipped for all persons.  The shrine of St. Joseph is awesome.  The prayer candles light up the room and they're absolutely my favorite part of the cathedral.  Then there's the Votive Chapel, Tomb of St. Brother André, Crypt church and the basilica.  Again, it's modern but still very beautiful.  Once outside, there are the gardens but since it's on top of a huge hill, it's very steep.  Admission is free unless you're doing a guided tour which is only $5.  This is definitely worth a stop over when in Montreal.",4,7/12/2015,Anthony G.,https://www.yelp.com/user_details?userid=AvNmiWFeRlGg5LrhcSj6MA,"Nesconset, NY",L’Oratoire Saint-Joseph du Mont-Royal
625,"A completely different experience from Notre-Dame in the old section of the city near the port, but also a must-see destination in Montreal.This church was inspired by now sainted Andre Bessette who was a poor and not well-educated humble French-Canadian priest who devoted his life to helping the poor and the ill.  Many came to see him to be cured of their ailments.  Bessette started his work from a small wooden chapel, which is still there, and donations came in which allowed the Oratory to be built.The Oratory is in Cote-des-Neiges, slightly northwest of Centre-Ville, and it essentially shares the mountain in the middle of the city with Parc Mont-Royal.  It is an imposing structure, atop a big flight of stairs.  However, the parking (no longer free, so no Oratory visit last time) also climbs up to the sides of the complex and there are ways to get into the complex at grade, without stairs.  Its cupola is reportedly the 3rd largest umbrella dome in the world, and maybe the largest cupola in Canada.  The place holds some kind of record in Canada. The interior of the main church is solemn and the simple geometric beveling inside indicates an art deco style (not as in Miami Beach, but just art deco).  The main church is extremely tall, somewhat plain, and very quiet.  For a more intimate experience, the crypt church below is where most Masses are celebrated and it's a lot less ominous because of the much lower ceiling.  Masses are held in, at the very least, French and English.  There are some interesting things here, such as the huge staircase of candles in one of the wings, the museum, and the models of the church.As for the non-religious aspects, there are incredible views from the various terraces of the church.  Mind you, the mountain blocks the view toward the city, but one can look at the northern half of Montreal and all its northern suburbs beyond.  From up there, everything seems very quiet and still.  Generally, I don't like church gift shops, but this one is airy and has a lot of good tourist and/or religious articles you might buy.  There is also a cafeteria on site and, thankfully, it is very low-key and informal.  In general, the feeling here is very peaceful, so it's a shame they started charging for parking because a visit to the Oratory while in Montreal was always calming.",4,5/4/2013,Robert G.,https://www.yelp.com/user_details?userid=_K9sKlA4fVkWI4hyGSpoPA,"Clackamas County, OR",L’Oratoire Saint-Joseph du Mont-Royal
626,"St. Joseph's Oratory is quite a sight to see in person. It's massive and spectacular. The best place I truly enjoy here is the hallway with lit candles. The many crutches hanging on both sides of this hallway has some significant meaning, The views of Montreal from the upper levels is amazing and a great photo opportunity.The downside of this place is that over the years with so much popularity, it has become more commercialized and seem to capitalize on visitors for money. But this is a religious free location and everyone is welcome to visit.",4,9/4/2013,Harjit D.,https://www.yelp.com/user_details?userid=HFFSMBta_aEkLcyDOVfF3w,"Milton, VT",L’Oratoire Saint-Joseph du Mont-Royal
627,"Beautiful catholic building with amazing views. I've seen it a handful of times in the past when younger, but this visit I finally discovered the escalator and elevator. The votive chapel was solemn and we got holy water from the visitor's center. Purchased some items from the gift shop that were nice and I've never seen before.",5,8/28/2015,Nitin P.,https://www.yelp.com/user_details?userid=VPnLvwiC1uYvRs0xoLm3-w,"Tinton Falls, NJ",L’Oratoire Saint-Joseph du Mont-Royal
628,"St. Joseph's is a massive, gorgeous church. Aesthetically beautiful and a must-go tourist spot. Climb the bazillion stairs if you dare but you won't be sorry. Views from the top are exquisite. Also, definitely make sure you tour through the Garden of the Stations of the Cross. Breathtaking even for nonreligious heathens like me. Definitely go inside and tour the basilica too if you can. Lovely and what a sight to see!",5,7/22/2009,Kim K.,https://www.yelp.com/user_details?userid=ir689oBNmrJXOspb4yq_Jg,"Somerville, MA",L’Oratoire Saint-Joseph du Mont-Royal
629,"This is only a three star for me. I'm not religious, so I didn't have the spiritual connection that some of the other visitors might of had. Also, this felt like a smaller version of the Basilica of the Sacré Cœur in Montmartre, Paris.With that being said, this basilica offers a fantastic view of Montreal. Definitely take a gander at Brother Andre's heart that is on display. I think that was the first time I've seen a human heart D:",3,8/9/2011,Lisa C.,https://www.yelp.com/user_details?userid=qlaVQkSxKcqfHJhoZU3rKg,"San Gabriel, CA",L’Oratoire Saint-Joseph du Mont-Royal
630,"You can spot this monument from miles away when you drive into MontrealYet, it remained elusive for me, and I got there late in the afternoon, my journey there was longer than required, I should have taken a train to Station Cote-des-neiges. but ended up walking 1/2 an hour more than I needed toWhen I got there, the view of the Oratory was amazing from up close as much as it loomed over the skyline driving into the city",4,5/14/2013,Chau G.,https://www.yelp.com/user_details?userid=mLR4xAiTkN9MQTj2qFyEQg,"Sydney, Australia",L’Oratoire Saint-Joseph du Mont-Royal
631,"Fantastic view of Montreal from St Joseph's...make sure you climb up to the terraces and explore the huge church.  I'm not religious so I mostly visit churches for historical or architectural curiosity, and this church falls into that category.  The area with all the canes and crutches (from those who had visited and were healed) is a bit awe inspiring.  This church is a little farther from all the touristy parts of Montreal, but it's just a couple blocks away from the subway so it's convenient to get to.",3,7/31/2012,Lucy W.,https://www.yelp.com/user_details?userid=oQwFLohuwcJYMd0WhCph-Q,"Atlanta, GA",L’Oratoire Saint-Joseph du Mont-Royal
632,"AMAZING! Free attraction you MUST see, No matter the religion! Gorgeous views from the top floors. Make sure you walk through the gardens. It is breathtaking.",5,8/18/2013,Catherine C.,https://www.yelp.com/user_details?userid=VmX2qZ6bcIqeM0JhywdUOQ,"Elizabeth, NJ",L’Oratoire Saint-Joseph du Mont-Royal
633,"Perhaps it should be called St. Andre's Oratorio now that he has been canonized but I'm sure he would be too humble to want this.  While not especially old, there is a lot to see at this religious site.  In general, I find the interior of the main church actually is the least interesting part - it is beautiful but quite plain.  If you go, take in the other portions, or do so on several visits.   These include the charming little chapel that Brother Andre originally set up; a museum of religious art (changing exhibits), a crypt church which was obviously completed before the main one and has more traditional stained glass; a hauntingly beautiful hall of votive candles; a way of the cross; a grotto and a carillon.  On top of everything, the view is spectacular.While I am an atheist I did find this to be a very impressive place.  I would withhold five stars simply because I do believe that as far as Catholic churches in North America go, I'd rank both the basilica of St. Anne-de-Beaupre and the Cathedral of St. Louis (in St. Louis, MO) as just a bit more impressive from an artistic standpoint.",4,10/2/2012,John F.,https://www.yelp.com/user_details?userid=j6Kv_wLQzZMWobLIyijX3A,"North York, Canada",L’Oratoire Saint-Joseph du Mont-Royal
634,One more star than I gave Notre Dame Basilica because I felt like this place was much more impressive. It's HUGE and you have a lot of freedom to explore and look at everything. The pilgrims going up the steps on their knees is something I've never seen before. Definitely worth a trip out to see if you're visiting Montreal.,4,7/12/2012,Tiffany L.,https://www.yelp.com/user_details?userid=vJ9GXhmGZhpZA_HSt4VhGA,"Charlottesville, VA",L’Oratoire Saint-Joseph du Mont-Royal
635,"Ahhh...what an amazing view of the city.  I am in montreal a lot for work but only got to see this site at night...but still, what an amazing view of montreal.  Definitely a must in the summer, day or night.Can't wait to see the oratory too :)It has become one of my favourite current, and must do visit to montreal :)Ryan",4,10/8/2011,Ryan F.,https://www.yelp.com/user_details?userid=2wlff1JIXShUQJ7_m1HXkQ,"Etobicoke, Canada",L’Oratoire Saint-Joseph du Mont-Royal
636,"Recently on a pleasant April Saturday,I visited the Oratory of Saint Joseph.This holy site was originally built in 1904 under the auspices of Brother Andre,but  completed many years later.This house of worship has magnificent exterior and interior architecture.On the premises,there is a small museum featuring devotional theme art.I appreciated the fine dioramas there by Joseph Guardo,a 20th Century.artist.I also saw at the small devotional theme art museum a fine Tenebrist painting by Belgian Master,Pieter Van Schendel and a  more recent fine artistic creation made of aluminum by Lucy Blanchette(""Oratory of Saint Joseph"").For those of us without cars,the Cotes Des Neiges Metro Station is very close to this holy site.",5,4/28/2016,Barry I.,https://www.yelp.com/user_details?userid=iZRMrUNCqWMGAU18UzWIOw,"Coconut Creek, FL",L’Oratoire Saint-Joseph du Mont-Royal
637,"This was the first place I visited while in Montreal.  I didn't grow up Catholic or attend a church with a giant building so every time I visit churches like these, I'm at least a little amazed.  We did a lot of random exploring throughout the church.  I'm not going into detail about each place that we went to, but I think it's definitely worth exploring the entire building.  As I've been looking at attractions in Montreal, this definitely should be a lot higher on the list. The view of the city from here is absolutely beautiful especially at sunset.  For any visitor to Montreal, I definitely think this place is worth the visit.",4,6/6/2012,Randy S.,https://www.yelp.com/user_details?userid=ITZU9bz9CY_laMqK4hZrvA,"Hartville, OH",L’Oratoire Saint-Joseph du Mont-Royal
638,"Calm, serene, quiet, beautiful. Lots of steps which can be challenging in winter (my wife and I went on a day that it was below zero outside following the largest snowfall in MTL in around 40 years) but it was well, well worth it.",5,11/21/2014,Adam M.,https://www.yelp.com/user_details?userid=JdGq1j41K6pdfmjahrc2Ww,"Schenectady, NY",L’Oratoire Saint-Joseph du Mont-Royal
639,"Hailing from a strict catholic background, I've seen my fair share of grande churches. I clearly had an expectation upon the drive to St. Joseph's Oratory. Let me say that I was indeed impressed by what stood before me. It is a magnificent work of architecture only minds ahead of their time dream up.  There are many ins and outs, floors, rooms and grottos located within its majestic walls.  Masses, concerts and prayer celebrations are held here as well.  It also houses the tomb and heart (literally) of Brother Andre. In their candlelit quarters, you come upon the Stations of the Cross. From the upper levels you can catch an awe inspiring view of Montreal. You realize this is a truly beautiful city sparked by so much history.I could think of adjectives all day to expound on how magnificent the Oratory is, inside and outside of its great walls, but I think you catch my drift...",5,8/31/2010,Rho L.,https://www.yelp.com/user_details?userid=P6_r7O8zEjnxTSBkS6WYfg,"Chino Hills, CA",L’Oratoire Saint-Joseph du Mont-Royal
640,"What an absolutely beautiful and gigantic place! St. Joseph's Oratory is a gorgeous church that's built upon Mount Royal and is Canada's largest church. It basically has three sections. The first section (the one closest to ground level) is a very simple church, though it's quite long. There is a very nice section off to the left of the church where there are large areas of candles for offerings. The second level of the church houses a museum (which requires a fee) and a nice (free) section dedicated to (Saint) Brother Andre. The top level is the basilica, and it's the most massive church I have ever been in; you truly can't appreciate the size until you walk through it. From the top level, you can walk outside and visit the small chapel of Brother Andre as well.The church is very peaceful and the view from the top of the church, looking over all of Montreal, is quite amazing. It's definitely a place you have to visit while you're in Montreal, whether you're religious or not.",5,6/20/2013,Kevin B.,https://www.yelp.com/user_details?userid=z3n4lF8oWYahp-3Hx56d7A,"Nashville, TN",L’Oratoire Saint-Joseph du Mont-Royal
641,"Really enjoyed this venue.  It is a large and spectacular basilica.  Enjoyed it more than Notre Dame in the old Montreal.  They have a great garden to walk through and they only request $5 for parking as opposed to charging entry per person like Notre Dame.  The view here is also spectacular and honestly, we are so over the gaudy gold alters of other churches.  This is more humble and has its own qualities.  There is also a separate chapel that Frere Andre built next to the large basilica to see and when we went, it wasn't crowded at all.  Very much worth the trip.",5,8/21/2016,F O.,https://www.yelp.com/user_details?userid=OCBlmyO1xLb2hSE7KQqm6w,"Irvine, CA",L’Oratoire Saint-Joseph du Mont-Royal
642,"This is a huge church.  I'm told it's the biggest Catholic church in North America.  We stopped by just for a visit and walked around.  It's humongosaur.  Definitely not as fancy and elaborate as all the churches I've seen in Europe, but it's definitely one of the biggest.  There are a ton of stairs to climb up, which we bypassed because we drove up to the top. Up the stairs inside the church they have Brother Andre's heart housed in a glass case across from scenes of St. Joseph's life.",3,6/30/2009,Kris L.,https://www.yelp.com/user_details?userid=S0Pji5ZPQwlolC7vlq1lug,"San Francisco, CA",L’Oratoire Saint-Joseph du Mont-Royal
643,"Surely one of the largest and most spectacular religious structures in North America. Situated atop Mont Royal, it boasts a gorgeous view. Fascinating stories about Brother Andre (now canonized) -- I wonder what he'd think of his tiny chapel now.   It's a stunningly contemporary design inside, and the organ is amazing. The votive chapel is lovely, and directly behind it is Brother Andre's tomb (his heart's located elsewhere in the building) and a glimpse at the part of Mont Royal the oratiry was built into. The lame crawl up the stairs to the oratory, and the crutches and canes displayed in the votive chapel attest to the faith of those visitors.",5,6/17/2014,Richard H.,https://www.yelp.com/user_details?userid=-KduD3wwydWDq2GrODh2tw,"Indianapolis, IN",L’Oratoire Saint-Joseph du Mont-Royal
644,"The Oratoire Saint Joseph is quite a landmark, as it can be seen from incredibly far away across Montreal. But Getting up there can be a hassle if you're a pedestrian, and once you do make it up, the chapel inside is very lean. There is nothing to see. No art, no decorations, nothing at all except high white walls and dark wooden seats. I'm sure they're impressive in their own way, but being European I must admit that after having done the climb once, I was massively disappointed! They do have a very popular Christmas service, but I haven't been to it as I am not Catholic. On the other hand, the view from above the observatory is delightful, and a place I would definitely go visit again. To get there you need a car and a very good knowledge of the back streets of the Mount Royal, but it's definitely worth it.",2,11/18/2008,Sophie E.,https://www.yelp.com/user_details?userid=nD-jmtxTaLuimmYpwlQ3ZQ,"London, United Kingdom",L’Oratoire Saint-Joseph du Mont-Royal
645,"A wonderful place to visit. The grounds are lovely and there's a great view from the church. We didn't find the steps to be bad, but we are in good physical shape. Free to visit. The inside of the church is beautiful and quite different from some of the other notable churches in Montreal (such as Basilique Notre Dame). There is also a lovely stations of the cross garden that is worth seeing as well. We had a great visit and I would highly recommend visiting.",5,8/23/2015,Vida E.,https://www.yelp.com/user_details?userid=kd3xUj62DLt4FTpjg6AhPA,"Portland, OR",L’Oratoire Saint-Joseph du Mont-Royal
646,"Several years ago I visited the Oratory.  I heard mass in the crypt church, lit a candle among thousands in the hallway, enjoyed the mural to St. Joseph patron of Canada, visited the different exhibits (including the nativity scenes and miraculous sites in Quebec).  I also purchased holy oil from the store, and, enjoyed lunch in the cafeteria,  I loved the view of Montreal.  I was overwhelmed by the large sanctuary.  I was thrilled to hear that Brother Andre had been canonized.  This is a place every person should see, religious or not.  They will benefit in some way.Gail OsburnWashington, D.C.",5,8/21/2013,Gail O.,https://www.yelp.com/user_details?userid=SpgKqYUCiiUS_JqmZiLP5g,"Washington, DC",L’Oratoire Saint-Joseph du Mont-Royal
647,"Let me start off by saying I'm a former militant Catholic (Bible-carrying, judging other people, celibate, thinking I'm better than others, the whole nine yards) and a current bitter, cynical atheist (being an asshole, judging other people, thinking I'm better than others, being celibate but not on purpose, the whole nine yards).  Reading the other reviews, I can see that most people have a religious or non-religious bias, which is understandable.  I'm here to tell you that I've been to both sides, and as biased as it's going to be anyway, I will tell you about this place straight up for what it is.First off, this is one of the most underrated tourist attractions in Montreal.  I don't know why the hell people don't flock to this place like crazy.  When you first see it, the utter immensity of it hits you straight in the skull.  The sheer manpower it took to construct this beautiful piece of art is just jaw-dropping.  The first time I went I actually had to pick up my jaw off the floor.  OFF THE FLOOR.  It took 12 hours to surgically re-attach it at the Jewish General Hospital afterwards.  THAT'S HOW HUGE AND POWERFUL IT IS.All joking aside, this place will have an impact on you.  I've been to it over 50 times.  This is not an exaggeration.  Go on a Sunday morning, when pilgrims from many different countries (as well as from here) go up the steps on their knees, praying at each step.  Whether or not you are Catholic or believe in God, you can witness the power of religion and its positive effect on people here.  You will see a beautiful view of the northern part of the city from the top.  Inside you will see beautiful architecture and can get a tour of the grounds and insides.  There's a small little ""tunnel"" in the back where the ventilation vents out, and it smells like Bibles.  Go ahead and check it out.  You'll know exactly what I mean.It's interesting to see the old church Saint Andre built before the Oratory was constructed as well.  Although St-Joseph's Oratory is closed at night, you can walk around and/or go up the stairs for a mind-blowing view at anytime.  I would, in fact, recommend doing that at least once.  It is one peaceful place.",5,10/30/2011,Marc A.,https://www.yelp.com/user_details?userid=3mVMqNIvOumVbkyHXNmgUg,"Montreal, Canada",L’Oratoire Saint-Joseph du Mont-Royal
648,"Please let me preface with saying that St. Joseph is one of my favorite saints, the other being St. Michael the Archangel. That being said, the Oratory was my Disneyland! My boyfriend-now-husband Floyd surprised me by planning a visit up here from Boston, where we both lived at the time. We're both very active Catholics and spent hours exploring the Oratory. I've visited many basilicas in Italy and of course the Oratory doesn't compare, but it is still a very special place for me.One of the first things we noticed was the four flights of stairs and three pedestrian crosswalks in between each set leading to the Oratory, which I believe is the highest point in Montreal and the second largest dome after St. Peter's Basilica in Vatican City. The middle set of wooden stairs was reserved for pilgrims climbing up on their knees. We both looked forward to attempting the stair climb at the end of our visit.After the Way of the Cross in the garden (Floyd made me pose and take photos next to each station, saying ""It's like each station is a prize on Wheel of Fortune...""), the multiple chapels, and other sites within and around the Oratory, hours passed and Floyd wanted to climb the stairs before sunset. He insisted I stay at the top to take pictures of him, with the excuse that I was in a dress and would hurt my knees. I agreed and Floyd made his way down. As he climbed up, I noticed Floyd clasping his hands, and I assumed it was in act of reverence and prayer. Tourists started staring as he neared the top, and with Floyd beginning to struggle in the heat, I encouraged him to climb the last set of stairs. Upon the last step, after my congratulatory remarks, Floyd urged me to come close. We embraced and Floyd whispered plenty of sweet nothings, including that he would try his best to ""be your St. Joseph, and there'd be nothing more lovely than to have you as my Mother Mary."" He exposed the ring he held in his hands the way up the stairs, asked me for my hand in marriage, and naturally, I beamed and exclaimed, ""Yes!"" We rushed back in, just in time to have one of the priests bless my engagement ring before he left for the day and light a few candles, especially the one for St. Joseph, Head of the Holy Family. It was the most beautiful, fitting proposal, and I will always fondly remember the Oratory as the place we got engaged. I definitely would love to visit again for one of our future anniversaries. Even if I hadn't gotten engaged here, this place is a must-visit for both Catholics and non-Catholics who can appreciate such beauty.",5,5/14/2011,Rochelle A.,https://www.yelp.com/user_details?userid=Y7At-JJE35ZrKaGH3Pt1Pw,"Greenville, SC",L’Oratoire Saint-Joseph du Mont-Royal
649,Hands down of my favourite places in Montreal! I attend mass over here! The building is huge! Great view as well! Its definitely a must!,5,7/24/2012,Anthony K.,https://www.yelp.com/user_details?userid=nkXLM_2gga9WN_RfwuvDNA,"Montreal, Canada",L’Oratoire Saint-Joseph du Mont-Royal
650,"I really have a hard time believing I am the first to review this. This was an exceptional place to visit. Built in the 1960s, it's a shrine dedicated to Jesus' father, Saint Joseph, by the Brothers of the Congregation of the Holy Cross.  It seems one of the monks, Brother Andre (who dreamed of this place) also was known for his curative miracles and people from all over Canada and the world make the pilgrimage here yearly.  It's got four chapels and the basilica (chapels is a loose term-the largest holds upwards of 1000 people) all of which are available for self-guided tour.  There is also the tomb of Brother Andre, a permanent exhibit dedicated to his life, a museum on the history of the holy family, and (seasonally) the shrine gardens for viewing.  The museum is known for its' permanent exhibit of nativity creches from around the world. Guided tours are given and probably the best way to see most of the Oratory quickly, but you can do just a well picking up a brochure at the visitor's center and taking the complex at your own pace. Personally, I think most impressive features are the Crypt Church with its' stained glass windows, the 300 steps (or 99 kneeling steps for pilgrims) to the basilica, and the Votive Chapel where previous grantees of Brother Andre's miracles left their crutches and canes.  Although not impressive at all (as it should be), the chapel of Brother Andre is the original site of his miracles and is located away from the grandeur of the basilica. A word of caution, the Oratory, being built in the mid-1900s, is modern and doesn't have quite the ornamentation of older pre-1900 churches, but nonetheless, it is just as impressive.  It also features a carillon (bell tower) that gives performances most days of the week and a world renown Boys' Choir (Petits Chanteurs du Mont-Royal) which tours internationally in the summer.  I think they are almost as good as Vienna's Boys' Choir.The shrine does have a touristy side with a gift shop and cafe, but at least the Oratory hasn't started charging admission, although they do ask for a donation to view the museum.  There also is a small hostel for pilgrims to the shrine who will be staying overnight.  I did the entire thing in several hours, but you can probably get through it in a hour or less if you want to.  Being a shrine of medical miracles, the place is definitely wheelchair accessible, but to walk the Oratory is a bit of hike.  The basilica sits on the western part of Parc du Mont-Royal and the dome can be seen all over Montreal (I think it's actually the highest point in Montreal.)  The closest Metro stop is Cote des Neiges, but it still a long walk from the Metro station.  I suspect you can catch a bus from the Metro station though.  Also check the website for additional information such as open times.It's a must see in my opinion that definitely doesn't break the bank (READ: Free!)",5,6/11/2009,Lindsey J.,https://www.yelp.com/user_details?userid=ksQQ8Ff0BgmQ3X7NG3GVhg,"Billings, MT",L’Oratoire Saint-Joseph du Mont-Royal
651,"We tried to visit the oratory in August, 2013. We were a group of six elderly Americans eagerly climbing the hill to visit the church that we had read had no entrance fee. A very mean lady stopped us and told us we would have to pay the fee for guided tour groups. When we told her we were just a group of tourists she threatened to call security and rudely insisted that we leave immediately. This was a terrible experience for us. Had we walked in alone or by twos we would have walked right in to visit what we read is a beautiful structure!",1,9/9/2013,Gayle B.,https://www.yelp.com/user_details?userid=ujYAdg-TJYq6ubr2ykNqnQ,"Omaha, NE",L’Oratoire Saint-Joseph du Mont-Royal
652,"I would put 4-5 stars if I was religious. From a esthetic point of view, all tourist will visit at the very least one Catholic Church. I'd suggest this one if you want to see an amazingly huge church. Last time I went, we climbed the stair like lot of curious people wanting to push theirselve to the maximum. There's about 200-300 stairs easy. for Elder/ Disable / Inactive people not so interested by it, there's an Elevetor from the very bottom. There's also in Christmas time some nice Crèche (In English? Nativity Scene... I dunno)  expositions. There's som guided Tour or simply follow your instinct and walk all over the place. There's some Choir for pretty much every Mess and  it's one of the best panorama you'll have from Montreal. It's not really the same view as  Plateau Mont-Royal. I'd also suggest tourist to discover Cote-Des-Neiges area. Over 100 different cultural community, lot of nice little market/store. Just 10 minutes walk from Cimetary Cote-des-Neige the most beautiful Cimetary, worth visiting for the nice walk after Saint-Joseph Oratory.",3,5/23/2009,Mathieu B.,https://www.yelp.com/user_details?userid=sFJjEc7ytSUV28Y7PpdMjQ,"Montreal, Canada",L’Oratoire Saint-Joseph du Mont-Royal
653,"St. Jospeh's Oratory stands atop of Mount Royal. It's an impressive Catholic  church and an imposing basilica with an imposing sea green dome top. There are many steps to get up to the top, but once you do, you'll have an impressive view of Montreal.",3,10/17/2011,Frances H.,https://www.yelp.com/user_details?userid=1FR8yOuZrCwHU8hlczYm-A,"San Jose, CA",L’Oratoire Saint-Joseph du Mont-Royal
